,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
52,ATO,Atmos Energy Corporation,2010-02-02T05:00:00.000Z,TAS,0.91,0.71,-21.73,EST,-18000000,EQUITY
53,ATO,Atmos Energy Corporation,2009-11-10T05:00:00.000Z,TAS,-0.08,-0.17,-105.17,EST,-18000000,EQUITY
54,ATO,Atmos Energy Corporation,2009-08-04T04:00:00.000Z,TAS,-0.09,0.02,121.05,EDT,-14400000,EQUITY
55,ATO,Atmos Energy Corporation,2009-04-30T04:00:00.000Z,TAS,1.32,1.29,-1.9,EDT,-14400000,EQUITY
56,ATO,Atmos Energy Corporation,2009-02-03T05:00:00.000Z,TAS,0.86,0.83,-3.86,EST,-18000000,EQUITY
57,ATO,Atmos Energy Corporation,2008-11-11T05:00:00.000Z,TAS,-0.03,0.02,172.73,EST,-18000000,EQUITY
58,ATO,Atmos Energy Corporation,2008-08-05T04:00:00.000Z,TAS,-0.06,-0.07,-24.44,EDT,-14400000,EQUITY
59,ATO,Atmos Energy Corporation,2008-05-01T04:00:00.000Z,TAS,1.32,1.24,-6.06,EDT,-14400000,EQUITY
60,ATO,Atmos Energy Corporation,2008-02-05T05:00:00.000Z,TAS,0.84,0.82,-2.09,EST,-18000000,EQUITY
61,ATO,Atmos Energy Corporation,2007-11-07T05:00:00.000Z,TAS,-0.1,-0.07,27.08,EST,-18000000,EQUITY
62,ATO,Atmos Energy Corporation,2007-08-07T04:00:00.000Z,TAS,-0.09,-0.15,-69.36,EDT,-14400000,EQUITY
63,ATO,Atmos Energy Corporation,2007-05-02T04:00:00.000Z,TAS,1.19,1.2,0.96,EDT,-14400000,EQUITY
64,ATO,Atmos Energy Corporation,2007-02-06T05:00:00.000Z,TAS,0.92,0.97,5.24,EST,-18000000,EQUITY
65,ATO,Atmos Energy Corporation,2006-11-07T05:00:00.000Z,TAS,0.06,0.07,21.74,EST,-18000000,EQUITY
66,ATO,Atmos Energy Corporation,2006-08-09T04:00:00.000Z,TAS,0.04,-0.22,-711.11,EDT,-14400000,EQUITY
67,ATO,Atmos Energy Corporation,2006-05-04T04:00:00.000Z,TAS,1.09,1.1,0.55,EDT,-14400000,EQUITY
68,ATO,Atmos Energy Corporation,2006-02-07T05:00:00.000Z,TAS,0.82,0.88,7.54,EST,-18000000,EQUITY
69,ATO,Atmos Energy Corporation,2005-11-08T05:00:00.000Z,TAS,-0.23,-0.21,10.26,EST,-18000000,EQUITY
70,ATO,Atmos Energy Corporation,2005-08-08T04:00:00.000Z,TAS,-0.04,0.06,250.0,EDT,-14400000,EQUITY
71,ATO,Atmos Energy Corporation,2005-05-09T04:00:00.000Z,TAS,1.12,1.11,-0.89,EDT,-14400000,EQUITY
72,ATO,Atmos Energy Corporation,2005-02-08T05:00:00.000Z,TAS,0.63,0.79,25.0,EST,-18000000,EQUITY
73,ATO,Atmos Energy Corporation,2004-11-09T05:00:00.000Z,TAS,-0.17,-0.11,36.54,EST,-18000000,EQUITY
74,ATO,Atmos Energy Corporation,2004-08-10T04:00:00.000Z,TAS,0.02,0.09,414.29,EDT,-14400000,EQUITY
75,ATO,Atmos Energy Corporation,2004-05-11T04:00:00.000Z,TAS,1.11,1.12,1.13,EDT,-14400000,EQUITY
76,ATO,Atmos Energy Corporation,2004-02-10T05:00:00.000Z,TAS,0.55,0.57,4.11,EST,-18000000,EQUITY
77,ATO,Atmos Energy Corporation,2003-11-11T05:00:00.000Z,TAS,-0.15,-0.05,66.22,EST,-18000000,EQUITY
78,ATO,Atmos Energy Corporation,2003-08-13T04:00:00.000Z,TAS,0.0,0.0,100.0,EDT,-14400000,EQUITY
79,ATO,Atmos Energy Corporation,2003-05-13T04:00:00.000Z,TAS,1.05,1.07,2.32,EDT,-14400000,EQUITY
80,ATO,Atmos Energy Corporation,2003-02-11T05:00:00.000Z,TAS,0.55,0.6,9.89,EST,-18000000,EQUITY
81,ATO,Atmos Energy Corporation,2002-11-13T05:00:00.000Z,TAS,-0.13,-0.14,-7.69,EST,-18000000,EQUITY
82,ATO,Atmos Energy Corporation,2002-08-14T04:00:00.000Z,TAS,0.01,0.08,1020.45,EDT,-14400000,EQUITY
83,ATO,Atmos Energy Corporation,2002-05-15T04:00:00.000Z,TAS,1.04,1.01,-2.73,EDT,-14400000,EQUITY
84,ATO,Atmos Energy Corporation,2002-02-12T05:00:00.000Z,TAS,0.49,0.5,2.39,EST,-18000000,EQUITY
85,ATO,Atmos Energy Corporation,2001-11-08T05:00:00.000Z,TAS,-0.25,-0.19,24.0,EST,-18000000,EQUITY
86,ATO,Atmos Energy Corporation,2001-07-27T04:00:00.000Z,TAS,-0.07,-0.08,-7.69,EDT,-14400000,EQUITY
87,ATO,Atmos Energy Corporation,2001-04-25T04:00:00.000Z,TAS,1.08,1.13,4.47,EDT,-14400000,EQUITY
88,ATO,Atmos Energy Corporation,2001-01-24T05:00:00.000Z,TAS,0.66,0.7,5.79,EST,-18000000,EQUITY
89,ATO,Atmos Energy Corporation,2000-11-09T05:00:00.000Z,TAS,-0.26,-0.23,12.66,EST,-18000000,EQUITY
90,ATO,Atmos Energy Corporation,2000-07-28T04:00:00.000Z,TAS,-0.14,-0.14,0.0,EDT,-14400000,EQUITY
91,ATO,Atmos Energy Corporation,2000-04-27T04:00:00.000Z,TAS,0.94,0.94,-0.13,EDT,-14400000,EQUITY
92,ATO,Atmos Energy Corporation,2000-02-09T05:00:00.000Z,TAS,0.48,0.46,-4.66,EST,-18000000,EQUITY
93,ATO,Atmos Energy Corporation,1999-11-10T05:00:00.000Z,TAS,-0.57,-0.68,-19.9,EST,-18000000,EQUITY
94,ATO,Atmos Energy Corporation,1999-08-11T04:00:00.000Z,TAS,-0.16,-0.17,-4.38,EDT,-14400000,EQUITY
95,ATO,Atmos Energy Corporation,1999-04-29T04:00:00.000Z,TAS,1.02,1.01,-1.17,EDT,-14400000,EQUITY
96,ATO,Atmos Energy Corporation,1999-02-09T05:00:00.000Z,TAS,0.52,0.5,-3.1,EST,-18000000,EQUITY
97,ATO,Atmos Energy Corporation,1998-11-11T05:00:00.000Z,TAS,-0.2,-0.13,35.64,EST,-18000000,EQUITY
98,ATO,Atmos Energy Corporation,1998-07-24T04:00:00.000Z,TAS,0.04,0.04,6.67,EDT,-14400000,EQUITY
99,ATO,Atmos Energy Corporation,1998-04-28T04:00:00.000Z,TAS,1.19,1.25,5.49,EDT,-14400000,EQUITY
